decada,nome_regiao,estado,nome_estado,urbano_rural,grupo_etario,sexid,saldo_migratorio,saldo_migratorio_indireto,populacao_t,populacao_t_10,taxa_liquida_migracao,taxa_liquida_migracao_ind
1960-1970,Sudeste,ES,Espírito Santo,Urbano,55-59,Homens,2600.69332980033,0,4743,8312,0.312884183084736,0
1960-1970,Sudeste,ES,Espírito Santo,Urbano,55-59,Mulheres,2340.90976010293,0,4300,8554,0.273662585936747,0
1960-1970,Sudeste,ES,Espírito Santo,Urbano,55-59,Total,4941.60308990326,0,9043,16866,0.2929920010615,0
1960-1970,Sudeste,ES,Espírito Santo,Urbano,60+,Homens,4919.70223149586,0,8645,17619,0.279227097536515,0
1960-1970,Sudeste,ES,Espírito Santo,Urbano,60+,Mulheres,4691.18415222776,0,8776,18111,0.259024026957527,0
1960-1970,Sudeste,ES,Espírito Santo,Urbano,60+,Total,9610.88638372363,0,17421,35730,0.268986464699794,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,0-4,Homens,-11181.1807524446,-33543.5422573339,74111,56443,-0.198096854391947,-0.59429056317584
1970-1980,Sudeste,ES,Espírito Santo,Rural,0-4,Mulheres,-10488.2760582389,-31464.8281747166,71893,54871,-0.191144248478046,-0.573432745434138
1970-1980,Sudeste,ES,Espírito Santo,Rural,0-4,Total,-21669.4568106835,-65008.3704320505,146004,111314,-0.194669644525248,-0.584008933575745
1970-1980,Sudeste,ES,Espírito Santo,Rural,5-9,Homens,-27029.7474427918,-9009.91581426395,71607,52915,-0.51081446551624,-0.170271488505413
1970-1980,Sudeste,ES,Espírito Santo,Rural,5-9,Mulheres,-25608.2741658623,-8536.09138862075,68551,50980,-0.502320011099691,-0.167440003699897
1970-1980,Sudeste,ES,Espírito Santo,Rural,5-9,Total,-52638.0216086541,-17546.0072028847,140158,103895,-0.50664634110067,-0.168882113700223
1970-1980,Sudeste,ES,Espírito Santo,Rural,10-14,Homens,-26600.5701204772,0,65067,50387,-0.527925260890252,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,10-14,Mulheres,-27974.328116816,0,61997,47353,-0.590761474812917,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,10-14,Total,-54574.8982372932,0,127064,97740,-0.558368101466065,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,15-19,Homens,-25123.6843419615,0,54101,45848,-0.547977760032313,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,15-19,Mulheres,-29752.9446991737,0,49672,41186,-0.722404329120907,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,15-19,Total,-54876.6290411352,0,103773,87034,-0.630519441150989,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,20-24,Homens,-26359.2646821433,0,36372,36199,-0.728176598307779,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,20-24,Mulheres,-29648.1598076806,0,34348,31693,-0.935479752869106,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,20-24,Total,-56007.4244898239,0,70720,67892,-0.824948808251692,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,25-29,Homens,-23854.0232398065,0,26417,26930,-0.88577880578561,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,25-29,Mulheres,-21888.2350955244,0,25730,23718,-0.922853322182495,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,25-29,Total,-45742.2583353309,0,52147,50648,-0.903140466263839,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,30-34,Homens,-15350.5332820422,0,23302,19362,-0.792817543747659,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,30-34,Mulheres,-14073.3033775647,0,22214,17572,-0.800893659092004,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,30-34,Total,-29423.8366596069,0,45516,36934,-0.796659897644633,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,35-39,Homens,-9708.08165301481,0,22262,16786,-0.578343956452688,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,35-39,Mulheres,-9048.88313295833,0,21364,16113,-0.561588973683258,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,35-39,Total,-18756.9647859731,0,43626,32899,-0.570137839629568,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,40-44,Homens,-7947.54071352389,0,20618,16353,-0.485998942917134,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,40-44,Mulheres,-7827.71639322719,0,17913,14714,-0.531991055676715,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,40-44,Total,-15775.2571067511,0,38531,31067,-0.507781797622914,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,45-49,Homens,-6970.18506923041,0,15823,14138,-0.493010685332467,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,45-49,Mulheres,-7152.45338354449,0,13441,12604,-0.567474879684583,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,45-49,Total,-14122.6384527749,0,29264,26742,-0.528107039592211,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,50-54,Homens,-6369.0229978991,0,13575,12742,-0.499844843658696,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,50-54,Mulheres,-6319.4746217079,0,10706,10580,-0.597303839480898,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,50-54,Total,-12688.497619607,0,24281,23322,-0.544057011388689,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,55-59,Homens,-4850.78537785313,0,10270,9700,-0.500080966788982,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,55-59,Mulheres,-4717.18565211083,0,7756,7780,-0.60632206325332,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,55-59,Total,-9567.97102996395,0,18026,17480,-0.547366763727915,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,60+,Homens,-11139.5268119931,0,20666,22499,-0.495112085514607,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,60+,Mulheres,-9916.31424663191,0,16081,18076,-0.548590077817654,0
1970-1980,Sudeste,ES,Espírito Santo,Rural,60+,Total,-21055.8410586251,0,36747,40575,-0.518936316910044,0
1970-1980,Sudeste,ES,Espírito Santo,Total,0-4,Homens,-2283.54835563987,-6850.64506691961,123995,143954,-0.0158630420525992,-0.0475891261577977
1970-1980,Sudeste,ES,Espírito Santo,Total,0-4,Mulheres,-1675.25009609458,-5025.75028828375,121259,140074,-0.011959750532537,-0.0358792515976109
1970-1980,Sudeste,ES,Espírito Santo,Total,0-4,Total,-3958.79845173445,-11876.3953552034,245254,284028,-0.0139380569934459,-0.0418141709803377
1970-1980,Sudeste,ES,Espírito Santo,Total,5-9,Homens,-10766.3131280945,-3588.77104269818,124318,126999,-0.0847747866368596,-0.0282582622122865
1970-1980,Sudeste,ES,Espírito Santo,Total,5-9,Mulheres,-9094.67390977345,-3031.55796992448,120354,123423,-0.0736870268084024,-0.0245623422694675
1970-1980,Sudeste,ES,Espírito Santo,Total,5-9,Total,-19860.987037868,-6620.32901262266,244672,250422,-0.0793100727486722,-0.0264366909162241
1970-1980,Sudeste,ES,Espírito Santo,Total,10-14,Homens,-3290.31947905467,0,114212,125378,-0.0262431964065041,0
1970-1980,Sudeste,ES,Espírito Santo,Total,10-14,Mulheres,-4114.29441191581,0,112821,122853,-0.033489572187214,0
1970-1980,Sudeste,ES,Espírito Santo,Total,10-14,Total,-7404.61389097048,0,227033,248231,-0.0298295293133028,0
1970-1980,Sudeste,ES,Espírito Santo,Total,15-19,Homens,-780.788851510966,0,94694,122374,-0.00638034918782557,0
1970-1980,Sudeste,ES,Espírito Santo,Total,15-19,Mulheres,-1607.36009162049,0,97860,122910,-0.0130775371541818,0
1970-1980,Sudeste,ES,Espírito Santo,Total,15-19,Total,-2388.14894313146,0,192554,245284,-0.00973626059233971,0
1970-1980,Sudeste,ES,Espírito Santo,Total,20-24,Homens,-3990.77217882412,0,65700,105742,-0.0377406534662113,0
1970-1980,Sudeste,ES,Espírito Santo,Total,20-24,Mulheres,-6722.63903473501,0,69170,104872,-0.0641032786133097,0
1970-1980,Sudeste,ES,Espírito Santo,Total,20-24,Total,-10713.4112135591,0,134870,210614,-0.0508675169435989,0
1970-1980,Sudeste,ES,Espírito Santo,Total,25-29,Homens,-5926.60211816484,0,48587,82872,-0.0715151331953475,0
1970-1980,Sudeste,ES,Espírito Santo,Total,25-29,Mulheres,-8496.52926895068,0,51553,81316,-0.104487791688606,0
1970-1980,Sudeste,ES,Espírito Santo,Total,25-29,Total,-14423.1313871155,0,100140,164188,-0.0878452224712861,0
1970-1980,Sudeste,ES,Espírito Santo,Total,30-34,Homens,-2097.55212515512,0,44047,60520,-0.0346588255974078,0
1970-1980,Sudeste,ES,Espírito Santo,Total,30-34,Mulheres,-3658.10956388903,0,44722,60034,-0.0609339634855086,0
1970-1980,Sudeste,ES,Espírito Santo,Total,30-34,Total,-5755.66168904414,0,88769,120554,-0.0477434318981049,0
1970-1980,Sudeste,ES,Espírito Santo,Total,35-39,Homens,532.537736846862,0,41810,49175,0.0108294405052743,0
1970-1980,Sudeste,ES,Espírito Santo,Total,35-39,Mulheres,-283.433624919417,0,42156,50095,-0.00565792244574142,0
1970-1980,Sudeste,ES,Espírito Santo,Total,35-39,Total,249.104111927445,0,83966,99270,0.00250935944320988,0
1970-1980,Sudeste,ES,Espírito Santo,Total,40-44,Homens,-346.720664664077,0,37946,45481,-0.0076234177934539,0
1970-1980,Sudeste,ES,Espírito Santo,Total,40-44,Mulheres,-415.125099981284,0,35187,44923,-0.00924081428179961,0
1970-1980,Sudeste,ES,Espírito Santo,Total,40-44,Total,-761.845764645361,0,73133,90404,-0.00842712451490377,0
1970-1980,Sudeste,ES,Espírito Santo,Total,45-49,Homens,-694.760749258188,0,28296,38825,-0.0178946748038168,0
1970-1980,Sudeste,ES,Espírito Santo,Total,45-49,Mulheres,-516.570061162362,0,25894,38417,-0.0134463925127512,0
1970-1980,Sudeste,ES,Espírito Santo,Total,45-49,Total,-1211.33081042055,0,54190,77242,-0.0156822817951445,0
1970-1980,Sudeste,ES,Espírito Santo,Total,50-54,Homens,-1280.20498448912,0,23719,33743,-0.0379398685501918,0
1970-1980,Sudeste,ES,Espírito Santo,Total,50-54,Mulheres,-1239.99349055979,0,21208,31899,-0.0388724878698326,0
1970-1980,Sudeste,ES,Espírito Santo,Total,50-54,Total,-2520.19847504891,0,44927,65642,-0.0383930787460607,0
1970-1980,Sudeste,ES,Espírito Santo,Total,55-59,Homens,-1282.13134595434,0,18582,24584,-0.0521530811078076,0
1970-1980,Sudeste,ES,Espírito Santo,Total,55-59,Mulheres,-967.867709534148,0,16310,23051,-0.0419881007129473,0
1970-1980,Sudeste,ES,Espírito Santo,Total,55-59,Total,-2249.99905548849,0,34892,47635,-0.0472341567227562,0
1970-1980,Sudeste,ES,Espírito Santo,Total,60+,Homens,-3484.24724748395,0,38285,56548,-0.0616157467546853,0
1970-1980,Sudeste,ES,Espírito Santo,Total,60+,Mulheres,-498.668748283089,0,34192,57153,-0.00872515438005161,0
1970-1980,Sudeste,ES,Espírito Santo,Total,60+,Total,-3982.91599576703,0,72477,113701,-0.035029735848999,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,0-4,Homens,5601.23862466392,16803.7158739918,49884,87511,0.0640061092281418,0.192018327684425
1970-1980,Sudeste,ES,Espírito Santo,Urbano,0-4,Mulheres,5678.84298744587,17036.5289623376,49366,85203,0.0666507398500742,0.199952219550223
1970-1980,Sudeste,ES,Espírito Santo,Urbano,0-4,Total,11280.0816121098,33840.2448363294,99250,172714,0.0653107542649107,0.195932262794732
1970-1980,Sudeste,ES,Espírito Santo,Urbano,5-9,Homens,10830.254276328,3610.08475877599,52711,74084,0.146188843425409,0.0487296144751362
1970-1980,Sudeste,ES,Espírito Santo,Urbano,5-9,Mulheres,11382.8648143717,3794.28827145724,51803,72443,0.157128567485771,0.0523761891619237
1970-1980,Sudeste,ES,Espírito Santo,Urbano,5-9,Total,22213.1190906997,7404.37303023323,104514,146527,0.15159744682345,0.0505324822744834
1970-1980,Sudeste,ES,Espírito Santo,Urbano,10-14,Homens,23261.2210146287,0,49145,74991,0.310186835948696,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,10-14,Mulheres,23831.6440157107,0,50824,75500,0.315650914115374,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,10-14,Total,47092.8650303394,0,99969,150491,0.312928115504179,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,15-19,Homens,24323.8393391682,0,40593,76526,0.317850656498029,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,15-19,Mulheres,28136.8107247142,0,48188,81724,0.344290670117888,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,15-19,Total,52460.6500638824,0,88781,158250,0.331504897718056,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,20-24,Homens,22345.4197258885,0,29328,69543,0.321318029505321,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,20-24,Mulheres,22916.6335173323,0,34822,73179,0.313158604481235,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,20-24,Total,45262.0532432208,0,64150,142722,0.317134381827755,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,25-29,Homens,17899.5693263404,0,22170,55942,0.319966560479432,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,25-29,Mulheres,13384.1549409763,0,25823,57598,0.232371869526308,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,25-29,Total,31283.7242673167,0,47993,113540,0.275530423351389,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,30-34,Homens,13229.0239849779,0,20745,41158,0.321420476820494,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,30-34,Mulheres,10408.6974994066,0,22508,42462,0.24512970419214,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,30-34,Total,23637.7214843845,0,43253,83620,0.282680237794601,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,35-39,Homens,10217.6427960068,0,19548,32389,0.315466448362309,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,35-39,Mulheres,8758.64359412556,0,20792,33982,0.257743617036241,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,35-39,Total,18976.2863901324,0,40340,66371,0.285912316977782,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,40-44,Homens,7574.89687517061,0,17328,29128,0.26005550930962,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,40-44,Mulheres,7404.52870518414,0,17274,30209,0.245110023674539,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,40-44,Total,14979.4255803548,0,34602,59337,0.252446628248054,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,45-49,Homens,6244.70762847138,0,12473,24687,0.252955305564523,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,45-49,Mulheres,6625.80539765153,0,12453,25813,0.256684825384555,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,45-49,Total,12870.5130261229,0,24926,50500,0.254861644081642,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,50-54,Homens,5048.83366950628,0,10144,21001,0.240409202871591,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,50-54,Mulheres,5067.79362098643,0,10502,21319,0.237712539095944,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,50-54,Total,10116.6272904927,0,20646,42320,0.239050739378372,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,55-59,Homens,3523.00549703039,0,8312,14884,0.236697493753721,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,55-59,Mulheres,3736.64594089567,0,8554,15271,0.244689014530526,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,55-59,Total,7259.65143792606,0,16866,30155,0.240744534502605,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,60+,Homens,7470.11860272181,0,17619,34049,0.219393186370284,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,60+,Mulheres,9371.36121157813,0,18111,39077,0.239817826639152,0
1970-1980,Sudeste,ES,Espírito Santo,Urbano,60+,Total,16841.4798142999,0,35730,73126,0.230307685560539,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,0-4,Homens,-9214.5424438503,-27643.6273315509,122599,154496,-0.0596425955613757,-0.178927786684127
1960-1970,Centro-Oeste,GO,Goiás,Rural,0-4,Mulheres,-8116.02277052194,-24348.0683115658,115839,152836,-0.053102821131945,-0.159308463395835
1960-1970,Centro-Oeste,GO,Goiás,Rural,0-4,Total,-17330.5652143723,-51991.6956431167,238438,307332,-0.0563903700700619,-0.169171110210186
1960-1970,Centro-Oeste,GO,Goiás,Rural,5-9,Homens,-15506.3281099721,-5168.77603665738,112260,138322,-0.112103122496581,-0.0373677074988605
1960-1970,Centro-Oeste,GO,Goiás,Rural,5-9,Mulheres,-16167.9169289743,-5389.30564299144,104700,132777,-0.121767451659356,-0.0405891505531187
1960-1970,Centro-Oeste,GO,Goiás,Rural,5-9,Total,-31674.2450389464,-10558.0816796488,216960,271099,-0.116836451034295,-0.0389454836780985
1960-1970,Centro-Oeste,GO,Goiás,Rural,10-14,Homens,-17749.4163286265,0,88810,112816,-0.157330665230344,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,10-14,Mulheres,-20436.6880774114,0,82148,106614,-0.191688596970486,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,10-14,Total,-38186.1044060378,0,170958,219430,-0.174024082422813,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,15-19,Homens,-14370.386941061,0,72078,94932,-0.151375584008143,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,15-19,Mulheres,-23927.5270780605,0,71281,87235,-0.274288153585837,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,15-19,Total,-38297.9140191215,0,143359,182167,-0.210235190891443,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,20-24,Homens,-3973.78378833534,0,65136,80383,-0.0494356243028418,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,20-24,Mulheres,-13837.0869005815,0,58571,68854,-0.200962716771451,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,20-24,Total,-17810.8706889168,0,123707,149237,-0.119346212326144,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,25-29,Homens,849.086935155065,0,53510,67651,0.0125509886794735,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,25-29,Mulheres,-7926.7399619603,0,47411,56697,-0.139808807555255,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,25-29,Total,-7077.65302680523,0,100921,124348,-0.0569181090713581,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,30-34,Homens,-5316.19836681387,0,42802,56089,-0.0947814788428011,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,30-34,Mulheres,-7785.71875286496,0,35769,44750,-0.173982541963463,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,30-34,Total,-13101.9171196788,0,78571,100839,-0.129929066330277,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,35-39,Homens,-5949.90417169975,0,37010,47658,-0.124845863689197,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,35-39,Mulheres,-7756.90187048174,0,32764,38516,-0.20139427434006,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,35-39,Total,-13706.8060421815,0,69774,86174,-0.159059647250696,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,40-44,Homens,-4573.83045838994,0,32203,39863,-0.114738741649899,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,40-44,Mulheres,-5176.07703003271,0,25668,31024,-0.166841059503375,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,40-44,Total,-9749.90748842264,0,57871,70887,-0.137541544830824,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,45-49,Homens,-4097.17116209731,0,24321,30408,-0.134739909303384,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,45-49,Mulheres,-5948.19616949372,0,19342,23484,-0.253287181463708,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,45-49,Total,-10045.367331591,0,43663,53892,-0.186398117189769,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,50-54,Homens,-4691.80110666428,0,18434,24985,-0.187784715095628,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,50-54,Mulheres,-5051.58293777402,0,14329,19196,-0.263158102613775,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,50-54,Total,-9743.38404443829,0,32763,44181,-0.220533352446488,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,55-59,Homens,-2587.91356304383,0,12511,18346,-0.141061460974808,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,55-59,Mulheres,-3426.02383582542,0,9464,13625,-0.251451290702783,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,55-59,Total,-6013.93739886924,0,21975,31971,-0.188106014790568,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,60+,Homens,-5023.17676718718,0,21214,30763,-0.163286310411442,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,60+,Mulheres,-5669.81113445327,0,17088,24773,-0.228870590338403,0
1960-1970,Centro-Oeste,GO,Goiás,Rural,60+,Total,-10692.9879016404,0,38302,55536,-0.192541556857542,0
1960-1970,Centro-Oeste,GO,Goiás,Total,0-4,Homens,44.7900837422858,134.370251226857,167064,243189,0.00018417808265294,0.00055253424795882
1960-1970,Centro-Oeste,GO,Goiás,Total,0-4,Mulheres,1128.78790770985,3386.36372312954,159865,239929,0.0047046747484041,0.0141140242452123
1960-1970,Centro-Oeste,GO,Goiás,Total,0-4,Total,1173.57799145213,3520.7339743564,326929,483118,0.00242917463529021,0.00728752390587062
1960-1970,Centro-Oeste,GO,Goiás,Total,5-9,Homens,17205.4137817212,5735.13792724042,155429,231376,0.0743612724816803,0.0247870908272268
1960-1970,Centro-Oeste,GO,Goiás,Total,5-9,Mulheres,16784.9145009187,5594.97150030623,147381,224737,0.0746869207158532,0.0248956402386177
1960-1970,Centro-Oeste,GO,Goiás,Total,5-9,Total,33990.3282826399,11330.1094275466,302810,456113,0.0745217265954707,0.0248405755318236
1960-1970,Centro-Oeste,GO,Goiás,Total,10-14,Homens,19714.4938397984,0,126205,197400,0.0998707894619979,0
1960-1970,Centro-Oeste,GO,Goiás,Total,10-14,Mulheres,21158.5656179577,0,122323,196343,0.107763279658341,0
1960-1970,Centro-Oeste,GO,Goiás,Total,10-14,Total,40873.0594577561,0,248528,393743,0.103806440896108,0
1960-1970,Centro-Oeste,GO,Goiás,Total,15-19,Homens,13680.8669567272,0,101289,164837,0.0829963355116095,0
1960-1970,Centro-Oeste,GO,Goiás,Total,15-19,Mulheres,11947.0242286424,0,106278,168363,0.0709599153533876,0
1960-1970,Centro-Oeste,GO,Goiás,Total,15-19,Total,25627.8911853696,0,207567,333200,0.0769144393318415,0
1960-1970,Centro-Oeste,GO,Goiás,Total,20-24,Homens,14497.2285596562,0,89370,134290,0.107954639657876,0
1960-1970,Centro-Oeste,GO,Goiás,Total,20-24,Mulheres,5357.49445360691,0,86197,128439,0.0417123650418246,0
1960-1970,Centro-Oeste,GO,Goiás,Total,20-24,Total,19854.7230132631,0,175567,262729,0.0755711132507758,0
1960-1970,Centro-Oeste,GO,Goiás,Total,25-29,Homens,15232.3280408452,0,72707,109035,0.139701270608935,0
1960-1970,Centro-Oeste,GO,Goiás,Total,25-29,Mulheres,5279.98162170466,0,69837,101583,0.0519770199905955,0
1960-1970,Centro-Oeste,GO,Goiás,Total,25-29,Total,20512.3096625499,0,142544,210618,0.0973910570917486,0
1960-1970,Centro-Oeste,GO,Goiás,Total,30-34,Homens,8353.01184742672,0,60009,92522,0.0902813584598984,0
1960-1970,Centro-Oeste,GO,Goiás,Total,30-34,Mulheres,6136.73193477657,0,54321,83400,0.0735819176831724,0
1960-1970,Centro-Oeste,GO,Goiás,Total,30-34,Total,14489.7437822033,0,114330,175922,0.0823645921613175,0
1960-1970,Centro-Oeste,GO,Goiás,Total,35-39,Homens,7637.32727533436,0,52374,80384,0.0950105403480091,0
1960-1970,Centro-Oeste,GO,Goiás,Total,35-39,Mulheres,4947.23993980576,0,49808,73057,0.0677175347989345,0
1960-1970,Centro-Oeste,GO,Goiás,Total,35-39,Total,12584.5672151401,0,102182,153441,0.0820156751789947,0
1960-1970,Centro-Oeste,GO,Goiás,Total,40-44,Homens,6255.63118538942,0,45345,68459,0.0913777762659318,0
1960-1970,Centro-Oeste,GO,Goiás,Total,40-44,Mulheres,3978.24390504787,0,38809,58901,0.0675411946324828,0
1960-1970,Centro-Oeste,GO,Goiás,Total,40-44,Total,10233.8750904373,0,84154,127360,0.08035391873773,0
1960-1970,Centro-Oeste,GO,Goiás,Total,45-49,Homens,3317.22631442289,0,35307,52056,0.0637241876906196,0
1960-1970,Centro-Oeste,GO,Goiás,Total,45-49,Mulheres,71.387178424382,0,30003,44760,0.00159488781108986,0
1960-1970,Centro-Oeste,GO,Goiás,Total,45-49,Total,3388.61349284728,0,65310,96816,0.0350005525207329,0
1960-1970,Centro-Oeste,GO,Goiás,Total,50-54,Homens,353.468768514154,0,26700,42053,0.00840531635113201,0
1960-1970,Centro-Oeste,GO,Goiás,Total,50-54,Mulheres,-386.912962396826,0,21986,36225,-0.0106808271193051,0
1960-1970,Centro-Oeste,GO,Goiás,Total,50-54,Total,-33.4441938826712,0,48686,78278,-0.000427248957340137,0
1960-1970,Centro-Oeste,GO,Goiás,Total,55-59,Homens,425.235678637699,0,18293,30740,0.0138333011918575,0
1960-1970,Centro-Oeste,GO,Goiás,Total,55-59,Mulheres,7.92181342681579,0,15259,26413,0.000299921002037474,0
1960-1970,Centro-Oeste,GO,Goiás,Total,55-59,Total,433.157492064514,0,33552,57153,0.00757891085445234,0
1960-1970,Centro-Oeste,GO,Goiás,Total,60+,Homens,1071.01655513665,0,31797,53396,0.0200579922678974,0
1960-1970,Centro-Oeste,GO,Goiás,Total,60+,Mulheres,392.186432816132,0,28399,48847,0.00802887450234675,0
1960-1970,Centro-Oeste,GO,Goiás,Total,60+,Total,1463.20298795278,0,60196,102243,0.0143110334003578,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,0-4,Homens,5608.84087896079,16826.5226368824,44465,88693,0.0632388224432683,0.189716467329805
1960-1970,Centro-Oeste,GO,Goiás,Urbano,0-4,Mulheres,5726.9593945566,17180.8781836698,44026,87093,0.0657568276963315,0.197270483088994
1960-1970,Centro-Oeste,GO,Goiás,Urbano,0-4,Total,11335.8002735174,34007.4008205522,88491,175786,0.0644863656577736,0.193459096973321
1960-1970,Centro-Oeste,GO,Goiás,Urbano,5-9,Homens,26959.0138685172,8986.33795617239,43169,93054,0.289713648725656,0.0965712162418852
1960-1970,Centro-Oeste,GO,Goiás,Urbano,5-9,Mulheres,27382.6310485241,9127.54368284135,42681,91960,0.297766757813441,0.0992555859378137
1960-1970,Centro-Oeste,GO,Goiás,Urbano,5-9,Total,54341.6449170412,18113.8816390137,85850,185014,0.293716393986624,0.0979054646622079
1960-1970,Centro-Oeste,GO,Goiás,Urbano,10-14,Homens,37332.6544428515,0,37395,84584,0.441367805292389,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,10-14,Mulheres,41548.6776789913,0,40175,89729,0.463046257943265,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,10-14,Total,78881.3321218427,0,77570,174313,0.452526960822444,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,15-19,Homens,27914.4657084376,0,29211,69905,0.399320015856342,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,15-19,Mulheres,35849.2837537326,0,34997,81128,0.441885461908745,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,15-19,Total,63763.7494621702,0,64208,151033,0.42218422107864,0
1960-1970,Centro-Oeste,GO,Goiás,Urbano,20-24,Homens,18428.0780075992,0,24234,53907,0.341849444554496,0
